epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
378,4166.48,0.43466,0.44291,1.07874,0.93071,1,0.995,0.60184,1.26306,0.83173,2.5058,0.00105031,0.00105031,0.00105031
379,4177.34,0.47323,0.39333,1.10287,0.93071,1,0.995,0.60184,1.26306,0.83173,2.5058,0.00104779,0.00104779,0.00104779
380,4188.43,0.41768,0.35588,1.01659,0.74494,0.9,0.86082,0.55013,1.32621,0.86891,2.56773,0.00104527,0.00104527,0.00104527
381,4199.12,0.43013,0.37247,1.04206,0.74494,0.9,0.86082,0.55013,1.32621,0.86891,2.56773,0.00104275,0.00104275,0.00104275
382,4210.28,0.45054,0.36736,1.12616,0.84995,0.8,0.85529,0.59291,1.26581,0.81052,2.52466,0.00104023,0.00104023,0.00104023
383,4221.06,0.47791,0.45598,1.10487,0.84995,0.8,0.85529,0.59291,1.26581,0.81052,2.52466,0.00103771,0.00103771,0.00103771
384,4231.81,0.386,0.41618,1.02212,0.89477,0.9,0.887,0.57129,1.3147,0.69249,2.5251,0.00103519,0.00103519,0.00103519
385,4242.72,0.35694,0.36048,1.04542,0.89477,0.9,0.887,0.57129,1.3147,0.69249,2.5251,0.00103267,0.00103267,0.00103267
386,4253.88,0.3837,0.36354,1.08241,0.89845,0.88602,0.88707,0.58403,1.29784,0.61806,2.58806,0.00103015,0.00103015,0.00103015
387,4264.53,0.30041,0.30113,1.01713,0.89845,0.88602,0.88707,0.58403,1.29784,0.61806,2.58806,0.00102763,0.00102763,0.00102763
388,4275.59,0.33914,0.33773,1.00107,0.88135,0.9,0.867,0.53445,1.42155,0.74065,2.7421,0.00102511,0.00102511,0.00102511
389,4286.21,0.41067,0.32221,1.02462,0.88135,0.9,0.867,0.53445,1.42155,0.74065,2.7421,0.0010226,0.0010226,0.0010226
390,4296.91,0.44587,0.34452,1.0232,0.80023,0.9,0.84554,0.49371,1.50354,0.85367,2.8594,0.00102008,0.00102008,0.00102008
391,4307.75,0.44439,0.35921,1.09089,0.80023,0.9,0.84554,0.49371,1.50354,0.85367,2.8594,0.00101756,0.00101756,0.00101756
392,4318.76,0.45562,0.32505,1.11833,0.72066,0.8,0.80259,0.47301,1.56475,1.02755,2.90513,0.00101504,0.00101504,0.00101504
393,4329.46,0.44981,0.41176,1.05097,0.72066,0.8,0.80259,0.47301,1.56475,1.02755,2.90513,0.00101252,0.00101252,0.00101252
394,4340.55,0.49092,0.35345,1.09475,0.59234,0.6,0.62434,0.45721,1.36238,1.25131,2.61717,0.00101,0.00101,0.00101
395,4351.14,0.46387,0.35416,1.09312,0.59234,0.6,0.62434,0.45721,1.36238,1.25131,2.61717,0.00100748,0.00100748,0.00100748
396,4361.88,0.50039,0.4001,1.11043,0.43174,0.6,0.58539,0.41937,1.29497,1.37259,2.41752,0.00100496,0.00100496,0.00100496
397,4372.81,0.36929,0.31736,1.04596,0.43174,0.6,0.58539,0.41937,1.29497,1.37259,2.41752,0.00100244,0.00100244,0.00100244
398,4383.94,0.43079,0.41618,1.04165,0.71366,0.8,0.7125,0.42468,1.4659,1.18222,2.6165,0.000999924,0.000999924,0.000999924
399,4394.57,0.40471,0.31927,1.08844,0.71366,0.8,0.7125,0.42468,1.4659,1.18222,2.6165,0.000997405,0.000997405,0.000997405
400,4405.92,0.39999,0.35297,1.06297,0.78616,0.8,0.7655,0.50006,1.38168,1.01459,2.57429,0.000994885,0.000994885,0.000994885
401,4416.58,0.48795,0.37069,1.19311,0.78616,0.8,0.7655,0.50006,1.38168,1.01459,2.57429,0.000992366,0.000992366,0.000992366
402,4427.3,0.39651,0.33796,1.0815,0.79821,0.79193,0.79772,0.53693,1.31761,0.80153,2.54503,0.000989847,0.000989847,0.000989847
403,4438.32,0.43813,0.36982,1.10155,0.79821,0.79193,0.79772,0.53693,1.31761,0.80153,2.54503,0.000987328,0.000987328,0.000987328
404,4449.47,0.43743,0.37578,1.10069,0.798,0.8,0.80551,0.55121,1.28568,0.80383,2.57256,0.000984809,0.000984809,0.000984809
405,4460.29,0.39467,0.35248,1.00482,0.798,0.8,0.80551,0.55121,1.28568,0.80383,2.57256,0.00098229,0.00098229,0.00098229
406,4471.15,0.39361,0.35962,1.0364,0.79398,0.7729,0.79295,0.54623,1.26868,0.94155,2.57397,0.000979771,0.000979771,0.000979771
407,4481.77,0.44816,0.33585,1.02786,0.79398,0.7729,0.79295,0.54623,1.26868,0.94155,2.57397,0.000977252,0.000977252,0.000977252
408,4492.55,0.43332,0.43314,1.09531,0.78062,0.8,0.79242,0.55172,1.2248,0.97599,2.55659,0.000974733,0.000974733,0.000974733
409,4504.33,0.43347,0.3459,1.02477,0.78062,0.8,0.79242,0.55172,1.2248,0.97599,2.55659,0.000972214,0.000972214,0.000972214
410,4515.81,0.43335,0.37475,1.03801,0.79683,0.8,0.79583,0.54569,1.18106,0.84806,2.59319,0.000969695,0.000969695,0.000969695
411,4526.45,0.34963,0.28278,1.04158,0.79683,0.8,0.79583,0.54569,1.18106,0.84806,2.59319,0.000967176,0.000967176,0.000967176
412,4537.05,0.45834,0.38215,1.07091,0.89795,0.88159,0.80843,0.51158,1.16106,0.72371,2.58184,0.000964656,0.000964656,0.000964656
413,4547.66,0.43005,0.43226,1.08321,0.89795,0.88159,0.80843,0.51158,1.16106,0.72371,2.58184,0.000962137,0.000962137,0.000962137
414,4558.32,0.38491,0.30682,1.03033,0.81755,0.8965,0.79147,0.52824,1.102,0.69186,2.47204,0.000959618,0.000959618,0.000959618
415,4569.2,0.4141,0.39123,1.0052,0.81755,0.8965,0.79147,0.52824,1.102,0.69186,2.47204,0.000957099,0.000957099,0.000957099
416,4580.37,0.42828,0.33892,1.05868,0.85075,0.9,0.80848,0.52758,1.22812,0.6247,2.60905,0.00095458,0.00095458,0.00095458
417,4590.98,0.47563,0.38168,1.1271,0.85075,0.9,0.80848,0.52758,1.22812,0.6247,2.60905,0.000952061,0.000952061,0.000952061
418,4601.69,0.32968,0.31706,1.01534,0.81671,0.89188,0.78658,0.51964,1.18944,0.72893,2.59615,0.000949542,0.000949542,0.000949542
419,4612.36,0.34463,0.32617,1.05184,0.81671,0.89188,0.78658,0.51964,1.18944,0.72893,2.59615,0.000947023,0.000947023,0.000947023
420,4623.13,0.38314,0.35278,1.08429,0.78969,0.8,0.73387,0.52213,1.0945,0.79402,2.42971,0.000944504,0.000944504,0.000944504
421,4633.92,0.50926,0.4143,1.18668,0.78969,0.8,0.73387,0.52213,1.0945,0.79402,2.42971,0.000941985,0.000941985,0.000941985
422,4645.34,0.49688,0.42228,1.18671,0.83539,0.8,0.81424,0.60064,1.08131,0.75799,2.41591,0.000939466,0.000939466,0.000939466
423,4655.96,0.41825,0.32375,0.99547,0.83539,0.8,0.81424,0.60064,1.08131,0.75799,2.41591,0.000936947,0.000936947,0.000936947
424,4666.61,0.37033,0.32307,1.05456,0.85327,0.8,0.81603,0.60925,1.09118,0.80558,2.37462,0.000934427,0.000934427,0.000934427
425,4677.27,0.42325,0.32427,1.08571,0.85327,0.8,0.81603,0.60925,1.09118,0.80558,2.37462,0.000931908,0.000931908,0.000931908
426,4687.86,0.45394,0.39233,1.10105,0.85703,0.8,0.84414,0.6198,1.14211,0.68801,2.37507,0.000929389,0.000929389,0.000929389
427,4698.63,0.43732,0.3448,1.06771,0.85703,0.8,0.84414,0.6198,1.14211,0.68801,2.37507,0.00092687,0.00092687,0.00092687
428,4709.83,0.42332,0.34895,1.13383,0.8909,0.9,0.88702,0.62238,1.16494,0.62091,2.3225,0.000924351,0.000924351,0.000924351
429,4720.53,0.41165,0.36528,1.07709,0.8909,0.9,0.88702,0.62238,1.16494,0.62091,2.3225,0.000921832,0.000921832,0.000921832
430,4731.27,0.44972,0.35441,1.03159,0.89268,0.9,0.89701,0.60972,1.2006,0.6128,2.24317,0.000919313,0.000919313,0.000919313
431,4741.88,0.30568,0.31661,1.03553,0.89268,0.9,0.89701,0.60972,1.2006,0.6128,2.24317,0.000916794,0.000916794,0.000916794
432,4752.76,0.3835,0.39,1.0312,0.89163,0.9,0.88691,0.61314,1.16718,0.60847,2.15686,0.000914275,0.000914275,0.000914275
433,4763.54,0.41484,0.31206,1.09169,0.89163,0.9,0.88691,0.61314,1.16718,0.60847,2.15686,0.000911756,0.000911756,0.000911756
434,4775.03,0.38561,0.35257,1.03221,0.89133,0.9,0.88927,0.6226,1.12437,0.59197,2.08527,0.000909237,0.000909237,0.000909237
435,4785.65,0.44712,0.34113,1.10935,0.89133,0.9,0.88927,0.6226,1.12437,0.59197,2.08527,0.000906718,0.000906718,0.000906718
436,4796.5,0.44091,0.35539,0.99841,0.89206,0.9,0.90313,0.61921,1.08393,0.60321,2.02661,0.000904198,0.000904198,0.000904198
437,4807.02,0.42699,0.30828,1.11028,0.89206,0.9,0.90313,0.61921,1.08393,0.60321,2.02661,0.000901679,0.000901679,0.000901679
438,4817.86,0.31395,0.30397,0.98739,0.89971,0.9,0.89677,0.64203,1.04589,0.569,2.00157,0.00089916,0.00089916,0.00089916
439,4828.58,0.3932,0.29649,1.09604,0.89971,0.9,0.89677,0.64203,1.04589,0.569,2.00157,0.000896641,0.000896641,0.000896641
440,4839.81,0.38756,0.36521,1.05469,0.89757,0.9,0.90275,0.65407,1.08796,0.55167,2.05922,0.000894122,0.000894122,0.000894122
441,4850.44,0.37451,0.28802,1.03239,0.89757,0.9,0.90275,0.65407,1.08796,0.55167,2.05922,0.000891603,0.000891603,0.000891603
442,4861.12,0.41238,0.3047,1.03018,0.89753,0.9,0.90052,0.65682,1.06487,0.50996,2.06722,0.000889084,0.000889084,0.000889084
443,4871.96,0.35475,0.31372,1.02005,0.89753,0.9,0.90052,0.65682,1.06487,0.50996,2.06722,0.000886565,0.000886565,0.000886565
444,4882.78,0.35865,0.33989,1.04577,0.88936,0.9,0.88684,0.64714,1.03277,0.51617,2.0334,0.000884046,0.000884046,0.000884046
445,4893.41,0.43952,0.36102,1.05877,0.88936,0.9,0.88684,0.64714,1.03277,0.51617,2.0334,0.000881527,0.000881527,0.000881527
446,4904.9,0.41889,0.39214,1.13995,0.89143,0.9,0.88693,0.63158,0.97927,0.54534,1.99471,0.000879008,0.000879008,0.000879008
447,4915.61,0.39039,0.28544,0.97443,0.89143,0.9,0.88693,0.63158,0.97927,0.54534,1.99471,0.000876489,0.000876489,0.000876489
448,4926.32,0.45098,0.33217,1.08417,0.89259,0.9,0.88715,0.67327,0.95837,0.56074,1.97528,0.000873969,0.000873969,0.000873969
449,4938.38,0.36691,0.30638,1.08452,0.89259,0.9,0.88715,0.67327,0.95837,0.56074,1.97528,0.00087145,0.00087145,0.00087145
450,4949.04,0.44216,0.3618,1.07004,0.89338,0.9,0.88721,0.67672,0.96541,0.53636,2.01141,0.000868931,0.000868931,0.000868931
451,4959.6,0.37984,0.31494,1.0196,0.89338,0.9,0.88721,0.67672,0.96541,0.53636,2.01141,0.000866412,0.000866412,0.000866412
452,4970.79,0.42276,0.3316,1.04492,0.87319,0.8,0.8445,0.62839,1.04726,0.64121,2.08026,0.000863893,0.000863893,0.000863893
453,4981.58,0.40539,0.32573,1.02396,0.87319,0.8,0.8445,0.62839,1.04726,0.64121,2.08026,0.000861374,0.000861374,0.000861374
454,4992.25,0.42245,0.31804,1.09233,0.86596,0.8,0.78454,0.59357,1.15311,0.68873,2.20983,0.000858855,0.000858855,0.000858855
455,5002.94,0.37873,0.2858,1.02761,0.86596,0.8,0.78454,0.59357,1.15311,0.68873,2.20983,0.000856336,0.000856336,0.000856336
456,5013.68,0.4829,0.36288,1.07817,0.87508,0.8,0.77781,0.57769,1.13008,0.64819,2.29197,0.000853817,0.000853817,0.000853817
457,5024.32,0.4273,0.34612,1.02646,0.87508,0.8,0.77781,0.57769,1.13008,0.64819,2.29197,0.000851298,0.000851298,0.000851298
458,5035.9,0.346,0.29864,1.00447,0.88038,0.8,0.79335,0.58125,1.12033,0.64766,2.33302,0.000848779,0.000848779,0.000848779
459,5046.67,0.40195,0.31951,1.06901,0.88038,0.8,0.79335,0.58125,1.12033,0.64766,2.33302,0.00084626,0.00084626,0.00084626
460,5057.58,0.31139,0.27479,0.98352,0.87767,0.8,0.79243,0.57021,1.11281,0.74405,2.35858,0.00084374,0.00084374,0.00084374
461,5068.16,0.3441,0.32878,1.03641,0.87767,0.8,0.79243,0.57021,1.11281,0.74405,2.35858,0.000841221,0.000841221,0.000841221
462,5078.84,0.38709,0.3058,1.00436,0.88745,0.78965,0.76967,0.55702,1.14084,0.84367,2.42967,0.000838702,0.000838702,0.000838702
463,5089.47,0.37404,0.33134,1.01402,0.88745,0.78965,0.76967,0.55702,1.14084,0.84367,2.42967,0.000836183,0.000836183,0.000836183
464,5100.72,0.36931,0.32845,1.02657,1,0.79748,0.86967,0.56232,1.20016,0.89919,2.57724,0.000833664,0.000833664,0.000833664
465,5111.56,0.41338,0.29708,1.02568,1,0.79748,0.86967,0.56232,1.20016,0.89919,2.57724,0.000831145,0.000831145,0.000831145
466,5122.3,0.4808,0.36403,1.12949,0.98265,0.8,0.86967,0.54611,1.09897,0.82928,2.63594,0.000828626,0.000828626,0.000828626
467,5133.06,0.34303,0.3149,1.00735,0.98265,0.8,0.86967,0.54611,1.09897,0.82928,2.63594,0.000826107,0.000826107,0.000826107
468,5143.74,0.37391,0.36772,1.03079,0.83025,0.97964,0.96167,0.53444,1.06921,0.81568,2.63963,0.000823588,0.000823588,0.000823588
469,5154.38,0.38629,0.38126,1.05126,0.83025,0.97964,0.96167,0.53444,1.06921,0.81568,2.63963,0.000821069,0.000821069,0.000821069
470,5165.66,0.43392,0.31495,1.03213,0.90235,1,0.97682,0.59563,1.02477,0.73251,2.64917,0.00081855,0.00081855,0.00081855
471,5176.53,0.39961,0.33826,1.05207,0.90235,1,0.97682,0.59563,1.02477,0.73251,2.64917,0.000816031,0.000816031,0.000816031
472,5187.28,0.35923,0.34489,1.06404,0.90078,1,0.97682,0.59478,1.05054,0.75775,2.69392,0.000813511,0.000813511,0.000813511
473,5197.92,0.34091,0.29794,1.00215,0.90078,1,0.97682,0.59478,1.05054,0.75775,2.69392,0.000810992,0.000810992,0.000810992
474,5208.57,0.4056,0.30772,1.03984,0.89549,1,0.97682,0.61054,1.09298,0.73947,2.73043,0.000808473,0.000808473,0.000808473
475,5219.14,0.33679,0.28288,1.01658,0.89549,1,0.97682,0.61054,1.09298,0.73947,2.73043,0.000805954,0.000805954,0.000805954
476,5230.18,0.33867,0.30034,1.00654,0.88942,1,0.98591,0.63571,1.19606,0.69875,2.80326,0.000803435,0.000803435,0.000803435
477,5241.21,0.35909,0.29836,1.03047,0.88942,1,0.98591,0.63571,1.19606,0.69875,2.80326,0.000800916,0.000800916,0.000800916
478,5251.99,0.36408,0.33409,1.02361,0.85857,0.9,0.84913,0.57347,1.21549,0.66708,2.72421,0.000798397,0.000798397,0.000798397
479,5262.63,0.39674,0.35409,1.05583,0.85857,0.9,0.84913,0.57347,1.21549,0.66708,2.72421,0.000795878,0.000795878,0.000795878
480,5273.35,0.3573,0.29041,1.03105,0.87663,0.9,0.84884,0.57757,1.22077,0.6507,2.69052,0.000793359,0.000793359,0.000793359
481,5284.24,0.44116,0.42502,1.12877,0.87663,0.9,0.84884,0.57757,1.22077,0.6507,2.69052,0.00079084,0.00079084,0.00079084
482,5295.36,0.34141,0.29641,1.04745,0.88345,0.9,0.84867,0.58225,1.13884,0.61878,2.58807,0.000788321,0.000788321,0.000788321
483,5306.25,0.35456,0.33915,1.02378,0.88345,0.9,0.84867,0.58225,1.13884,0.61878,2.58807,0.000785802,0.000785802,0.000785802
484,5317.45,0.35913,0.28713,1.0765,0.88846,0.9,0.86878,0.63423,1.09418,0.54567,2.4978,0.000783282,0.000783282,0.000783282
485,5328.05,0.39912,0.4114,1.10704,0.88846,0.9,0.86878,0.63423,1.09418,0.54567,2.4978,0.000780763,0.000780763,0.000780763
486,5338.86,0.36628,0.30393,1.05112,0.89422,0.9,0.87896,0.64049,1.05029,0.50894,2.38735,0.000778244,0.000778244,0.000778244
487,5349.52,0.37592,0.30463,0.99099,0.89422,0.9,0.87896,0.64049,1.05029,0.50894,2.38735,0.000775725,0.000775725,0.000775725
488,5360.62,0.32587,0.27778,0.99366,0.89525,0.9,0.89899,0.67523,1.02802,0.53802,2.32471,0.000773206,0.000773206,0.000773206
489,5371.75,0.27806,0.25003,0.96711,0.89525,0.9,0.89899,0.67523,1.02802,0.53802,2.32471,0.000770687,0.000770687,0.000770687
490,5382.67,0.36193,0.30363,1.04486,0.89437,0.9,0.88916,0.66202,1.01836,0.55496,2.28806,0.000768168,0.000768168,0.000768168
491,5393.37,0.3143,0.30619,0.97585,0.89437,0.9,0.88916,0.66202,1.01836,0.55496,2.28806,0.000765649,0.000765649,0.000765649
492,5404.21,0.39971,0.37771,1.09945,0.89372,0.9,0.8793,0.63734,1.08247,0.56321,2.36199,0.00076313,0.00076313,0.00076313
493,5415.33,0.3673,0.2962,1.02326,0.89372,0.9,0.8793,0.63734,1.08247,0.56321,2.36199,0.000760611,0.000760611,0.000760611
494,5426.76,0.35621,0.30134,1.05052,0.89261,0.9,0.86971,0.6158,1.08701,0.58859,2.34758,0.000758092,0.000758092,0.000758092
495,5437.78,0.43974,0.33688,1.04991,0.89261,0.9,0.86971,0.6158,1.08701,0.58859,2.34758,0.000755573,0.000755573,0.000755573
496,5448.44,0.39008,0.34919,1.09768,0.89123,0.9,0.84971,0.6081,1.07633,0.58071,2.29691,0.000753053,0.000753053,0.000753053
497,5459,0.35032,0.32978,0.99831,0.89123,0.9,0.84971,0.6081,1.07633,0.58071,2.29691,0.000750534,0.000750534,0.000750534
498,5469.7,0.32672,0.27694,0.97645,0.88898,0.9,0.86976,0.64077,1.06022,0.61641,2.25318,0.000748015,0.000748015,0.000748015
499,5480.33,0.39055,0.32271,1.02363,0.88898,0.9,0.86976,0.64077,1.06022,0.61641,2.25318,0.000745496,0.000745496,0.000745496
500,5491.52,0.33675,0.3221,1.01124,0.88532,0.9,0.88038,0.63343,1.05625,0.64,2.25168,0.000742977,0.000742977,0.000742977
501,5502.38,0.35748,0.30687,1.03322,0.88532,0.9,0.88038,0.63343,1.05625,0.64,2.25168,0.000740458,0.000740458,0.000740458
502,5513.07,0.37848,0.32744,1.00601,0.88398,0.9,0.88076,0.64635,1.0656,0.64833,2.27663,0.000737939,0.000737939,0.000737939
503,5523.76,0.32022,0.29228,1.00733,0.88398,0.9,0.88076,0.64635,1.0656,0.64833,2.27663,0.00073542,0.00073542,0.00073542
504,5534.45,0.50702,0.30239,1.08618,0.88449,0.9,0.87069,0.6357,1.05809,0.63639,2.28923,0.000732901,0.000732901,0.000732901
505,5545.23,0.42324,0.31792,1.06372,0.88449,0.9,0.87069,0.6357,1.05809,0.63639,2.28923,0.000730382,0.000730382,0.000730382
506,5556.38,0.3903,0.332,1.05342,0.88516,0.9,0.88016,0.65265,1.05482,0.61906,2.2726,0.000727863,0.000727863,0.000727863
507,5567.36,0.32744,0.27797,0.99328,0.88516,0.9,0.88016,0.65265,1.05482,0.61906,2.2726,0.000725344,0.000725344,0.000725344
508,5578.02,0.32735,0.27779,0.99111,0.88584,0.9,0.89005,0.64248,0.97637,0.68542,2.14446,0.000722824,0.000722824,0.000722824
509,5588.68,0.3138,0.28356,0.98047,0.88584,0.9,0.89005,0.64248,0.97637,0.68542,2.14446,0.000720305,0.000720305,0.000720305
510,5599.38,0.31127,0.28928,0.98982,0.89181,0.9,0.89958,0.64712,1.01754,0.66448,2.14385,0.000717786,0.000717786,0.000717786
511,5609.98,0.36542,0.31536,1.04512,0.89181,0.9,0.89958,0.64712,1.01754,0.66448,2.14385,0.000715267,0.000715267,0.000715267
512,5620.85,0.36421,0.28157,1.04934,0.89437,0.9,0.89958,0.64619,1.03325,0.60702,2.13824,0.000712748,0.000712748,0.000712748
513,5632.02,0.33961,0.29012,0.99198,0.89437,0.9,0.89958,0.64619,1.03325,0.60702,2.13824,0.000710229,0.000710229,0.000710229
514,5642.9,0.35035,0.41325,1.02365,0.89676,0.9,0.90032,0.6558,1.04243,0.60544,2.17032,0.00070771,0.00070771,0.00070771
515,5653.53,0.35233,0.29283,0.97965,0.89676,0.9,0.90032,0.6558,1.04243,0.60544,2.17032,0.000705191,0.000705191,0.000705191
516,5664.45,0.39214,0.26763,1.02766,0.89438,0.9,0.90096,0.63768,1.09602,0.60232,2.30719,0.000702672,0.000702672,0.000702672
517,5675.54,0.37649,0.31454,1.0056,0.89438,0.9,0.90096,0.63768,1.09602,0.60232,2.30719,0.000700153,0.000700153,0.000700153
518,5686.62,0.31178,0.30814,0.97571,0.89175,0.9,0.89089,0.62854,1.10524,0.62586,2.41352,0.000697634,0.000697634,0.000697634
519,5698.08,0.36059,0.2847,1.04987,0.89175,0.9,0.89089,0.62854,1.10524,0.62586,2.41352,0.000695115,0.000695115,0.000695115
520,5708.8,0.36114,0.31283,1.02523,0.89251,0.9,0.87127,0.62651,1.07619,0.61627,2.42181,0.000692595,0.000692595,0.000692595
521,5719.41,0.34244,0.26792,0.98684,0.89251,0.9,0.87127,0.62651,1.07619,0.61627,2.42181,0.000690076,0.000690076,0.000690076
522,5730.03,0.3686,0.29775,1.02767,0.89319,0.9,0.88169,0.64459,1.08461,0.56328,2.46089,0.000687557,0.000687557,0.000687557
523,5740.76,0.39466,0.38807,1.05,0.89319,0.9,0.88169,0.64459,1.08461,0.56328,2.46089,0.000685038,0.000685038,0.000685038
524,5751.59,0.36311,0.30297,1.02203,0.89474,0.9,0.90239,0.64637,1.05202,0.55628,2.43762,0.000682519,0.000682519,0.000682519
525,5762.62,0.35136,0.29062,1.05421,0.89474,0.9,0.90239,0.64637,1.05202,0.55628,2.43762,0.00068,0.00068,0.00068
526,5773.28,0.34687,0.27798,1.00264,0.89564,0.9,0.90339,0.65753,1.01044,0.54143,2.37085,0.000677481,0.000677481,0.000677481
527,5783.98,0.39315,0.30771,1.03467,0.89564,0.9,0.90339,0.65753,1.01044,0.54143,2.37085,0.000674962,0.000674962,0.000674962
528,5795.01,0.35858,0.31426,1.01139,0.89603,0.9,0.90325,0.68807,0.96001,0.53695,2.31018,0.000672443,0.000672443,0.000672443
529,5805.7,0.36408,0.29175,1.01498,0.89603,0.9,0.90325,0.68807,0.96001,0.53695,2.31018,0.000669924,0.000669924,0.000669924
530,5816.63,0.31911,0.29774,1.02585,0.89761,1,0.98591,0.69059,0.89326,0.56862,2.20118,0.000667405,0.000667405,0.000667405
531,5827.7,0.37098,0.34813,1.02826,0.89761,1,0.98591,0.69059,0.89326,0.56862,2.20118,0.000664885,0.000664885,0.000664885
532,5838.4,0.26155,0.24222,0.98457,0.89622,1,0.98591,0.63199,0.92503,0.65133,2.17732,0.000662366,0.000662366,0.000662366
533,5849.05,0.30267,0.27654,0.94968,0.89622,1,0.98591,0.63199,0.92503,0.65133,2.17732,0.000659847,0.000659847,0.000659847
534,5859.72,0.30566,0.253,1.0363,0.89881,0.9,0.94045,0.62669,1.01672,0.56289,2.28046,0.000657328,0.000657328,0.000657328
535,5870.34,0.36878,0.32537,1.0593,0.89881,0.9,0.94045,0.62669,1.01672,0.56289,2.28046,0.000654809,0.000654809,0.000654809
536,5881.12,0.30443,0.2626,0.95953,0.89723,0.9,0.90368,0.62212,1.0492,0.55227,2.35898,0.00065229,0.00065229,0.00065229
537,5892.32,0.33064,0.32724,1.03379,0.89723,0.9,0.90368,0.62212,1.0492,0.55227,2.35898,0.000649771,0.000649771,0.000649771
538,5903.21,0.32476,0.26165,1.00335,0.89666,0.9,0.95382,0.64467,1.0652,0.56154,2.37831,0.000647252,0.000647252,0.000647252
539,5913.8,0.32268,0.26729,0.98717,0.89666,0.9,0.95382,0.64467,1.0652,0.56154,2.37831,0.000644733,0.000644733,0.000644733
540,5924.49,0.40849,0.40574,1.04506,0.89634,0.9,0.94262,0.64147,1.09299,0.59722,2.39249,0.000642214,0.000642214,0.000642214
541,5935.17,0.316,0.24883,0.98441,0.89634,0.9,0.94262,0.64147,1.09299,0.59722,2.39249,0.000639695,0.000639695,0.000639695
542,5945.94,0.30856,0.26206,0.93167,0.8963,0.9,0.90298,0.61571,1.11669,0.59812,2.41782,0.000637176,0.000637176,0.000637176
543,5957.34,0.29672,0.27225,0.96622,0.8963,0.9,0.90298,0.61571,1.11669,0.59812,2.41782,0.000634656,0.000634656,0.000634656
544,5968.19,0.36125,0.27295,1.05831,0.89676,0.9,0.90228,0.6346,1.06994,0.59191,2.35567,0.000632137,0.000632137,0.000632137
545,5978.75,0.26647,0.26437,0.98399,0.89676,0.9,0.90228,0.6346,1.06994,0.59191,2.35567,0.000629618,0.000629618,0.000629618
546,5989.47,0.34035,0.25692,0.99027,0.89693,0.9,0.90228,0.61565,0.99467,0.62953,2.23092,0.000627099,0.000627099,0.000627099
547,6000.18,0.32439,0.29646,0.9755,0.89693,0.9,0.90228,0.61565,0.99467,0.62953,2.23092,0.00062458,0.00062458,0.00062458
548,6010.94,0.30564,0.27721,1.02186,0.99165,1,0.995,0.61841,1.00447,0.63184,2.22744,0.000622061,0.000622061,0.000622061
549,6022.27,0.28716,0.22461,0.993,0.99165,1,0.995,0.61841,1.00447,0.63184,2.22744,0.000619542,0.000619542,0.000619542
550,6033.16,0.34042,0.28218,1.00547,0.99064,1,0.995,0.64623,1.04367,0.64131,2.27082,0.000617023,0.000617023,0.000617023
551,6043.95,0.28263,0.23794,0.96856,0.99064,1,0.995,0.64623,1.04367,0.64131,2.27082,0.000614504,0.000614504,0.000614504
552,6054.69,0.25229,0.26533,0.96305,0.98778,1,0.995,0.68297,1.0933,0.63268,2.29923,0.000611985,0.000611985,0.000611985
553,6065.35,0.31218,0.27169,1.01155,0.98778,1,0.995,0.68297,1.0933,0.63268,2.29923,0.000609466,0.000609466,0.000609466
554,6076.08,0.31637,0.30713,1.04631,0.98396,1,0.995,0.67637,1.10713,0.63004,2.24845,0.000606947,0.000606947,0.000606947
555,6087.14,0.32178,0.24191,0.99172,0.98396,1,0.995,0.67637,1.10713,0.63004,2.24845,0.000604427,0.000604427,0.000604427
556,6098.25,0.34178,0.31469,1.00525,0.98061,1,0.995,0.66689,1.0962,0.61905,2.20653,0.000601908,0.000601908,0.000601908
557,6108.82,0.29872,0.266,0.99403,0.98061,1,0.995,0.66689,1.0962,0.61905,2.20653,0.000599389,0.000599389,0.000599389
558,6119.45,0.29306,0.26679,0.98304,0.98044,1,0.995,0.6801,1.12082,0.61076,2.2008,0.00059687,0.00059687,0.00059687
559,6130.03,0.26031,0.27287,1.00095,0.98044,1,0.995,0.6801,1.12082,0.61076,2.2008,0.000594351,0.000594351,0.000594351
560,6140.74,0.29875,0.33828,1.01595,0.97989,1,0.995,0.65528,1.14401,0.5815,2.22038,0.000591832,0.000591832,0.000591832
561,6151.83,0.3138,0.28733,1.05552,0.97989,1,0.995,0.65528,1.14401,0.5815,2.22038,0.000589313,0.000589313,0.000589313
562,6162.78,0.31136,0.30405,1.02749,0.98464,1,0.995,0.62436,1.17476,0.56087,2.28634,0.000586794,0.000586794,0.000586794
563,6173.45,0.30566,0.28851,0.99135,0.98464,1,0.995,0.62436,1.17476,0.56087,2.28634,0.000584275,0.000584275,0.000584275
564,6184.34,0.28743,0.24765,0.99808,0.98651,1,0.995,0.67476,1.1628,0.54174,2.30284,0.000581756,0.000581756,0.000581756
565,6194.97,0.34636,0.30844,0.97243,0.98651,1,0.995,0.67476,1.1628,0.54174,2.30284,0.000579237,0.000579237,0.000579237
566,6205.98,0.38241,0.3053,1.03175,0.99313,1,0.995,0.64799,1.10812,0.5336,2.2656,0.000576718,0.000576718,0.000576718
