epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,209.47,0.86419,1.11948,1.41409,0.93969,0.6,0.87735,0.43825,1.37702,3.05728,2.81139,0.000723223,0.000723223,0.000723223
20,220.67,0.84902,1.05321,1.36768,0.80494,0.82719,0.87787,0.49291,1.36722,2.82486,2.62935,0.000761334,0.000761334,0.000761334
21,232.536,0.73499,1.07281,1.25898,0.97197,0.9,0.945,0.53255,1.36369,2.64845,2.72119,0.000799344,0.000799344,0.000799344
22,244.459,0.82189,1.00487,1.39905,0.96194,0.9,0.9575,0.41009,1.63844,2.42707,3.19469,0.000837253,0.000837253,0.000837253
23,255.965,0.88123,1.23556,1.43307,0.71834,0.6,0.6572,0.29689,2.00888,2.59766,3.74614,0.000875061,0.000875061,0.000875061
24,267.129,0.80475,1.12208,1.40366,0.87321,0.7,0.82462,0.34912,2.25319,2.59063,4.2416,0.000912769,0.000912769,0.000912769
25,278.331,0.75181,1.10667,1.34649,0.81248,0.86862,0.8588,0.44585,2.00403,2.87684,3.74014,0.000950376,0.000950376,0.000950376
26,289.583,0.9172,1.10998,1.51462,0.79389,0.7725,0.74099,0.48109,1.66246,2.52679,3.29742,0.000987882,0.000987882,0.000987882
27,301.61,0.69728,0.93739,1.32918,0.92505,0.6,0.74627,0.51808,1.46037,2.27594,3.23223,0.00102529,0.00102529,0.00102529
28,312.876,0.89673,1.15955,1.4385,0.92505,0.6,0.74627,0.51808,1.46037,2.27594,3.23223,0.00106259,0.00106259,0.00106259
29,324.157,0.79285,1.08219,1.42463,0.86555,0.7,0.81124,0.47117,1.57236,2.14712,3.57875,0.0010998,0.0010998,0.0010998
30,335.331,0.71206,0.95538,1.31368,0.98308,0.8,0.80901,0.41477,1.77852,2.31167,3.36955,0.0011369,0.0011369,0.0011369
31,346.526,0.87146,1.13262,1.35741,0.98308,0.8,0.80901,0.41477,1.77852,2.31167,3.36955,0.0011739,0.0011739,0.0011739
32,358.004,0.80788,0.97782,1.38091,0.55351,0.7,0.60584,0.37712,1.66587,2.74859,3.14302,0.0012108,0.0012108,0.0012108
33,369.674,0.89841,1.10026,1.5157,0.5796,0.6,0.49219,0.22552,1.87855,3.14996,3.35626,0.0012476,0.0012476,0.0012476
34,380.758,0.83775,1.01337,1.35641,0.5796,0.6,0.49219,0.22552,1.87855,3.14996,3.35626,0.0012843,0.0012843,0.0012843
35,391.847,0.67167,1.03731,1.26883,0.51479,0.8,0.57483,0.29506,1.62438,3.30859,2.79457,0.0013209,0.0013209,0.0013209
36,403.044,0.7237,0.97701,1.31115,0.44097,0.6,0.40889,0.25485,1.96911,3.27603,3.44102,0.0013574,0.0013574,0.0013574
37,414.267,0.85561,0.98426,1.43461,0.44097,0.6,0.40889,0.25485,1.96911,3.27603,3.44102,0.0013938,0.0013938,0.0013938
38,425.707,0.91683,1.08805,1.46568,0.32225,0.5,0.29844,0.13053,2.28809,3.96919,3.7311,0.0014301,0.0014301,0.0014301
39,437.473,0.82425,0.94891,1.41814,0.35395,0.7,0.48351,0.19994,2.02674,3.90339,3.63322,0.00146629,0.00146629,0.00146629
40,448.672,0.86872,0.96608,1.36452,0.35395,0.7,0.48351,0.19994,2.02674,3.90339,3.63322,0.00150239,0.00150239,0.00150239
41,459.866,0.98562,1.04252,1.40736,0.41058,0.8,0.46735,0.13739,2.59651,4.27511,4.68498,0.00153838,0.00153838,0.00153838
42,471.04,0.81024,0.93643,1.32703,0.6169,0.8,0.62183,0.37289,1.71916,3.27921,3.50757,0.00157428,0.00157428,0.00157428
43,482.074,0.79932,0.99109,1.32329,0.6169,0.8,0.62183,0.37289,1.71916,3.27921,3.50757,0.00161007,0.00161007,0.00161007
44,493.652,0.94378,1.02871,1.46157,0.63785,0.88177,0.81857,0.50973,1.25591,2.32729,2.74105,0.00164576,0.00164576,0.00164576
45,504.886,0.7981,0.9075,1.29793,0.63785,0.88177,0.81857,0.50973,1.25591,2.32729,2.74105,0.00168135,0.00168135,0.00168135
46,516.003,0.79731,0.91655,1.31353,0.87424,0.8,0.82337,0.45487,1.56387,2.10163,3.72285,0.00171684,0.00171684,0.00171684
47,527.038,0.83627,0.91755,1.35677,0.87424,0.8,0.82337,0.45487,1.56387,2.10163,3.72285,0.00175223,0.00175223,0.00175223
48,538.167,0.84364,0.83619,1.3581,0.69725,0.7,0.69748,0.35501,1.59866,2.37902,3.89881,0.00178752,0.00178752,0.00178752
49,549.161,0.87519,0.97931,1.43759,0.69725,0.7,0.69748,0.35501,1.59866,2.37902,3.89881,0.00182271,0.00182271,0.00182271
50,560.902,0.79993,0.85725,1.33938,0.65969,0.58325,0.57162,0.23549,1.83058,2.45576,4.58355,0.0018578,0.0018578,0.0018578
51,572.052,0.93068,1.01987,1.49603,0.65969,0.58325,0.57162,0.23549,1.83058,2.45576,4.58355,0.00187405,0.00187405,0.00187405
52,583.337,0.78828,0.89471,1.30754,0.58323,0.3,0.35924,0.09185,2.37094,3.59274,4.84245,0.00187153,0.00187153,0.00187153
53,594.315,0.72394,0.91653,1.33147,0.58323,0.3,0.35924,0.09185,2.37094,3.59274,4.84245,0.00186901,0.00186901,0.00186901
54,605.331,0.8216,0.92123,1.38537,0.62541,0.2,0.13051,0.03227,3.62667,4.74164,6.44182,0.00186649,0.00186649,0.00186649
55,616.552,0.82973,1.07776,1.37553,0.62541,0.2,0.13051,0.03227,3.62667,4.74164,6.44182,0.00186397,0.00186397,0.00186397
56,628.403,0.7905,0.93759,1.30182,0.00033,0.1,0.00034,0.00014,4.72798,5.42222,8.14093,0.00186145,0.00186145,0.00186145
57,639.801,0.82164,0.96284,1.42005,0.00033,0.1,0.00034,0.00014,4.72798,5.42222,8.14093,0.00185893,0.00185893,0.00185893
58,650.938,0.72999,0.83293,1.30799,0.00033,0.1,0.00048,5e-05,4.22681,5.51137,6.58813,0.00185641,0.00185641,0.00185641
59,662.029,0.8066,0.90226,1.44455,0.00033,0.1,0.00048,5e-05,4.22681,5.51137,6.58813,0.00185389,0.00185389,0.00185389
60,673.946,0.78852,0.9286,1.36864,0.00034,0.1,0.00027,5e-05,4.32714,5.55552,7.43783,0.00185137,0.00185137,0.00185137
61,684.978,0.77981,0.86579,1.31138,0.00034,0.1,0.00027,5e-05,4.32714,5.55552,7.43783,0.00184885,0.00184885,0.00184885
62,696.435,0.80867,0.881,1.43204,0.37812,0.2,0.13205,0.01779,3.70541,4.79559,4.96826,0.00184634,0.00184634,0.00184634
63,707.489,0.85645,0.86332,1.36351,0.37812,0.2,0.13205,0.01779,3.70541,4.79559,4.96826,0.00184382,0.00184382,0.00184382
64,718.553,0.87086,0.88404,1.44605,0.58381,0.5,0.3796,0.11843,2.27382,3.17701,4.03679,0.0018413,0.0018413,0.0018413
65,729.499,0.70992,0.7865,1.28029,0.58381,0.5,0.3796,0.11843,2.27382,3.17701,4.03679,0.00183878,0.00183878,0.00183878
66,740.531,0.8467,0.88853,1.34469,0.39443,0.7,0.38174,0.11278,3.02004,2.9177,4.74994,0.00183626,0.00183626,0.00183626
67,751.371,0.86899,0.82153,1.39444,0.39443,0.7,0.38174,0.11278,3.02004,2.9177,4.74994,0.00183374,0.00183374,0.00183374
68,763.607,0.67687,0.76108,1.24648,0.35538,0.4,0.26364,0.06686,3.35329,3.19362,4.73813,0.00183122,0.00183122,0.00183122
69,777.324,0.72893,0.78271,1.28548,0.35538,0.4,0.26364,0.06686,3.35329,3.19362,4.73813,0.0018287,0.0018287,0.0018287
70,790.721,0.74516,0.75615,1.28003,0.62454,0.9,0.64413,0.14877,2.46198,2.45375,4.23345,0.00182618,0.00182618,0.00182618
71,802.032,0.74887,0.72372,1.3355,0.62454,0.9,0.64413,0.14877,2.46198,2.45375,4.23345,0.00182366,0.00182366,0.00182366
72,813.462,0.7,0.78427,1.31593,0.77274,0.9,0.81795,0.4156,1.73039,1.69601,3.73767,0.00182115,0.00182115,0.00182115
73,825.105,0.76684,0.73128,1.26742,0.77274,0.9,0.81795,0.4156,1.73039,1.69601,3.73767,0.00181863,0.00181863,0.00181863
74,836.516,0.80487,0.73339,1.30312,0.74041,0.6,0.78786,0.43234,1.77111,1.72253,3.80921,0.00181611,0.00181611,0.00181611
75,847.556,0.70039,0.7645,1.25429,0.74041,0.6,0.78786,0.43234,1.77111,1.72253,3.80921,0.00181359,0.00181359,0.00181359
76,858.603,0.71253,0.79355,1.30844,0.72699,0.6,0.59511,0.27108,2.24648,2.04447,4.15149,0.00181107,0.00181107,0.00181107
77,869.52,0.74911,0.72353,1.33537,0.72699,0.6,0.59511,0.27108,2.24648,2.04447,4.15149,0.00180855,0.00180855,0.00180855
78,880.419,0.78515,0.74758,1.35075,0.42243,0.4,0.32933,0.23968,2.13158,2.51416,3.61139,0.00180603,0.00180603,0.00180603
79,891.684,0.7721,0.71286,1.30567,0.42243,0.4,0.32933,0.23968,2.13158,2.51416,3.61139,0.00180351,0.00180351,0.00180351
80,903.005,0.82713,0.85465,1.41585,0.68981,0.4,0.43528,0.23172,2.43488,2.77103,3.59337,0.00180099,0.00180099,0.00180099
81,913.858,0.80582,0.67205,1.36216,0.68981,0.4,0.43528,0.23172,2.43488,2.77103,3.59337,0.00179847,0.00179847,0.00179847
82,924.923,0.88667,0.7736,1.34285,0.55082,0.3,0.2726,0.19475,2.51498,2.90322,3.8411,0.00179595,0.00179595,0.00179595
83,935.703,0.72527,0.74975,1.28067,0.55082,0.3,0.2726,0.19475,2.51498,2.90322,3.8411,0.00179344,0.00179344,0.00179344
84,946.838,0.75163,0.70412,1.31379,0.34245,0.4,0.2064,0.14137,2.3053,2.63612,3.39265,0.00179092,0.00179092,0.00179092
85,958.26,0.79938,0.82998,1.28324,0.34245,0.4,0.2064,0.14137,2.3053,2.63612,3.39265,0.0017884,0.0017884,0.0017884
86,969.539,0.66711,0.73423,1.24077,0.90374,0.5,0.61586,0.28414,2.14297,2.09776,3.36213,0.00178588,0.00178588,0.00178588
87,980.592,0.74507,0.67298,1.28548,0.90374,0.5,0.61586,0.28414,2.14297,2.09776,3.36213,0.00178336,0.00178336,0.00178336
88,991.485,0.68658,0.74448,1.29299,0.90048,0.7,0.84921,0.54152,1.46065,1.74526,2.94605,0.00178084,0.00178084,0.00178084
89,1002.3,0.69643,0.72109,1.25736,0.90048,0.7,0.84921,0.54152,1.46065,1.74526,2.94605,0.00177832,0.00177832,0.00177832
90,1013.24,0.86736,0.88262,1.43261,0.81094,1,0.89976,0.4809,1.59448,1.51358,3.28753,0.0017758,0.0017758,0.0017758
91,1024.7,0.62239,0.65303,1.22203,0.81094,1,0.89976,0.4809,1.59448,1.51358,3.28753,0.00177328,0.00177328,0.00177328
92,1035.98,0.76567,0.74998,1.29658,0.59669,0.59254,0.58392,0.36511,1.78881,1.74883,3.3105,0.00177076,0.00177076,0.00177076
93,1046.82,0.77057,0.83389,1.33308,0.59669,0.59254,0.58392,0.36511,1.78881,1.74883,3.3105,0.00176824,0.00176824,0.00176824
94,1057.81,0.61513,0.6196,1.19589,0.41801,0.6,0.46778,0.34468,1.86244,1.72715,3.24244,0.00176573,0.00176573,0.00176573
95,1068.76,0.74789,0.64109,1.3333,0.41801,0.6,0.46778,0.34468,1.86244,1.72715,3.24244,0.00176321,0.00176321,0.00176321
96,1079.85,0.80173,0.64365,1.32151,0.48179,0.6,0.47311,0.37226,1.65719,1.89761,2.82787,0.00176069,0.00176069,0.00176069
97,1091.61,0.6544,0.68937,1.29352,0.48179,0.6,0.47311,0.37226,1.65719,1.89761,2.82787,0.00175817,0.00175817,0.00175817
98,1102.67,0.62639,0.5683,1.21729,0.48958,0.57708,0.3396,0.18148,2.09321,2.52086,3.25184,0.00175565,0.00175565,0.00175565
99,1113.58,0.72153,0.64659,1.25834,0.48958,0.57708,0.3396,0.18148,2.09321,2.52086,3.25184,0.00175313,0.00175313,0.00175313
100,1124.57,0.65185,0.60256,1.19296,0.47415,0.5,0.43196,0.10357,2.6119,2.85878,3.83603,0.00175061,0.00175061,0.00175061
101,1135.42,0.76725,0.64262,1.30181,0.47415,0.5,0.43196,0.10357,2.6119,2.85878,3.83603,0.00174809,0.00174809,0.00174809
102,1146.31,0.79155,0.73284,1.25184,0.25405,0.6,0.17482,0.07834,2.40691,2.58506,3.49048,0.00174557,0.00174557,0.00174557
103,1158.08,0.62963,0.57003,1.22009,0.25405,0.6,0.17482,0.07834,2.40691,2.58506,3.49048,0.00174305,0.00174305,0.00174305
104,1169.15,0.67396,0.5808,1.24135,0.48173,0.46711,0.41928,0.26117,1.83539,2.04284,2.7398,0.00174053,0.00174053,0.00174053
105,1179.98,0.6947,0.58649,1.24301,0.48173,0.46711,0.41928,0.26117,1.83539,2.04284,2.7398,0.00173802,0.00173802,0.00173802
106,1190.97,0.73191,0.63378,1.25231,0.52717,0.6,0.48535,0.3082,1.8991,1.85019,3.04132,0.0017355,0.0017355,0.0017355
107,1201.89,0.70716,0.61446,1.29117,0.52717,0.6,0.48535,0.3082,1.8991,1.85019,3.04132,0.00173298,0.00173298,0.00173298
108,1212.87,0.67115,0.63616,1.27992,0.86486,0.7,0.66553,0.43586,1.56843,1.31963,2.79722,0.00173046,0.00173046,0.00173046
109,1224.58,0.60467,0.58694,1.20851,0.86486,0.7,0.66553,0.43586,1.56843,1.31963,2.79722,0.00172794,0.00172794,0.00172794
110,1235.5,0.68674,0.64669,1.25227,0.75554,0.7,0.71827,0.44001,1.42503,1.18484,2.72275,0.00172542,0.00172542,0.00172542
111,1246.36,0.74466,0.74137,1.26848,0.75554,0.7,0.71827,0.44001,1.42503,1.18484,2.72275,0.0017229,0.0017229,0.0017229
112,1257.73,0.73038,0.73347,1.37765,0.69312,0.8,0.7439,0.39929,1.34357,1.52946,2.6425,0.00172038,0.00172038,0.00172038
113,1268.56,0.79873,0.67222,1.37476,0.69312,0.8,0.7439,0.39929,1.34357,1.52946,2.6425,0.00171786,0.00171786,0.00171786
114,1279.43,0.76855,0.70192,1.22397,0.71804,0.8,0.6836,0.45581,1.21635,1.49797,2.49341,0.00171534,0.00171534,0.00171534
115,1290.84,0.62443,0.58027,1.27436,0.71804,0.8,0.6836,0.45581,1.21635,1.49797,2.49341,0.00171282,0.00171282,0.00171282
116,1301.69,0.70662,0.60158,1.27123,0.83958,0.8,0.78441,0.42664,1.40265,1.28797,2.6727,0.00171031,0.00171031,0.00171031
117,1312.57,0.72545,0.60022,1.29035,0.83958,0.8,0.78441,0.42664,1.40265,1.28797,2.6727,0.00170779,0.00170779,0.00170779
118,1323.45,0.71136,0.61643,1.23268,0.99243,0.7,0.78187,0.45355,1.43707,1.31902,2.75453,0.00170527,0.00170527,0.00170527
119,1334.34,0.59655,0.6172,1.21787,0.99243,0.7,0.78187,0.45355,1.43707,1.31902,2.75453,0.00170275,0.00170275,0.00170275
120,1345.39,0.71655,0.61783,1.30887,0.92775,0.8,0.85153,0.52712,1.42029,1.14742,2.82757,0.00170023,0.00170023,0.00170023
121,1356.82,0.74063,0.73844,1.33116,0.92775,0.8,0.85153,0.52712,1.42029,1.14742,2.82757,0.00169771,0.00169771,0.00169771
122,1367.79,0.68026,0.65234,1.25721,0.65999,0.77797,0.7691,0.45884,1.26516,1.14804,2.49356,0.00169519,0.00169519,0.00169519
123,1378.79,0.62353,0.60912,1.22273,0.65999,0.77797,0.7691,0.45884,1.26516,1.14804,2.49356,0.00169267,0.00169267,0.00169267
124,1389.61,0.66426,0.69431,1.25772,0.71159,0.8,0.70406,0.39905,1.71422,1.57086,2.72553,0.00169015,0.00169015,0.00169015
125,1400.54,0.65679,0.56961,1.23255,0.71159,0.8,0.70406,0.39905,1.71422,1.57086,2.72553,0.00168763,0.00168763,0.00168763
126,1411.45,0.65759,0.60962,1.27914,0.67874,0.7,0.62753,0.39043,1.73911,1.53063,2.64371,0.00168511,0.00168511,0.00168511
127,1423,0.59991,0.5119,1.21057,0.67874,0.7,0.62753,0.39043,1.73911,1.53063,2.64371,0.0016826,0.0016826,0.0016826
128,1433.95,0.70994,0.62617,1.2763,0.60439,0.6,0.5179,0.3499,2.02441,1.44651,3.04762,0.00168008,0.00168008,0.00168008
129,1444.88,0.73918,0.61511,1.26113,0.60439,0.6,0.5179,0.3499,2.02441,1.44651,3.04762,0.00167756,0.00167756,0.00167756
130,1455.87,0.68917,0.54624,1.22749,0.64423,0.6,0.50746,0.30635,2.0001,1.54729,3.01765,0.00167504,0.00167504,0.00167504
131,1466.66,0.67031,0.61033,1.26067,0.64423,0.6,0.50746,0.30635,2.0001,1.54729,3.01765,0.00167252,0.00167252,0.00167252
132,1477.66,0.68951,0.78364,1.3034,0.44509,0.5,0.32426,0.18969,2.05802,2.241,2.83575,0.00167,0.00167,0.00167
133,1489.29,0.63863,0.57147,1.21899,0.44509,0.5,0.32426,0.18969,2.05802,2.241,2.83575,0.00166748,0.00166748,0.00166748
134,1500.33,0.56986,0.52529,1.17894,0.29084,0.6,0.29562,0.1923,1.63204,2.47912,2.62383,0.00166496,0.00166496,0.00166496
135,1511.25,0.66886,0.60416,1.34018,0.29084,0.6,0.29562,0.1923,1.63204,2.47912,2.62383,0.00166244,0.00166244,0.00166244
136,1522.55,0.64486,0.56987,1.26093,0.60809,0.7,0.6297,0.33125,1.32499,1.96366,2.58943,0.00165992,0.00165992,0.00165992
137,1533.35,0.6197,0.52598,1.19247,0.60809,0.7,0.6297,0.33125,1.32499,1.96366,2.58943,0.0016574,0.0016574,0.0016574
138,1544.35,0.57146,0.56992,1.24937,0.51317,0.9,0.64197,0.36717,1.27474,1.80973,2.63017,0.00165489,0.00165489,0.00165489
139,1555.84,0.68927,0.54302,1.23483,0.51317,0.9,0.64197,0.36717,1.27474,1.80973,2.63017,0.00165237,0.00165237,0.00165237
140,1566.74,0.68703,0.5917,1.29821,0.60298,0.8,0.71963,0.49191,1.17144,1.63627,2.49581,0.00164985,0.00164985,0.00164985
141,1577.72,0.7272,0.58491,1.26043,0.60298,0.8,0.71963,0.49191,1.17144,1.63627,2.49581,0.00164733,0.00164733,0.00164733
142,1588.62,0.63174,0.64496,1.20591,0.81204,0.86621,0.91419,0.58894,1.10137,1.15595,2.31867,0.00164481,0.00164481,0.00164481
143,1599.38,0.75806,0.67052,1.2587,0.81204,0.86621,0.91419,0.58894,1.10137,1.15595,2.31867,0.00164229,0.00164229,0.00164229
144,1610.39,0.68658,0.55545,1.21613,0.89865,0.88782,0.92667,0.55762,1.16412,1.06674,2.23878,0.00163977,0.00163977,0.00163977
145,1621.77,0.55091,0.58231,1.12839,0.89865,0.88782,0.92667,0.55762,1.16412,1.06674,2.23878,0.00163725,0.00163725,0.00163725
146,1632.87,0.60166,0.52822,1.1876,0.88768,0.79129,0.8575,0.46013,1.35323,1.44062,2.37244,0.00163473,0.00163473,0.00163473
147,1643.87,0.56158,0.51943,1.18985,0.88768,0.79129,0.8575,0.46013,1.35323,1.44062,2.37244,0.00163221,0.00163221,0.00163221
148,1654.81,0.59305,0.60319,1.24292,0.84862,0.7,0.74587,0.43442,1.46848,1.46448,2.48219,0.00162969,0.00162969,0.00162969
149,1665.62,0.6801,0.58138,1.23949,0.84862,0.7,0.74587,0.43442,1.46848,1.46448,2.48219,0.00162718,0.00162718,0.00162718
150,1676.75,0.56281,0.55534,1.14283,0.46572,0.78527,0.62231,0.3441,1.62562,1.72976,2.53661,0.00162466,0.00162466,0.00162466
151,1688.07,0.71081,0.59657,1.26619,0.46572,0.78527,0.62231,0.3441,1.62562,1.72976,2.53661,0.00162214,0.00162214,0.00162214
152,1698.95,0.63364,0.54943,1.21735,0.55795,0.633,0.69344,0.48818,1.48903,1.38776,2.45475,0.00161962,0.00161962,0.00161962
153,1709.81,0.64357,0.5617,1.1787,0.55795,0.633,0.69344,0.48818,1.48903,1.38776,2.45475,0.0016171,0.0016171,0.0016171
154,1721.57,0.63633,0.54928,1.19624,0.72394,0.78778,0.77768,0.50863,1.5023,1.36209,2.48221,0.00161458,0.00161458,0.00161458
155,1732.81,0.6812,0.60076,1.22196,0.72394,0.78778,0.77768,0.50863,1.5023,1.36209,2.48221,0.00161206,0.00161206,0.00161206
156,1744.16,0.61747,0.61151,1.21091,0.59719,0.7,0.70292,0.44132,1.54247,1.56152,2.48403,0.00160954,0.00160954,0.00160954
157,1755.51,0.70405,0.71035,1.26057,0.59719,0.7,0.70292,0.44132,1.54247,1.56152,2.48403,0.00160702,0.00160702,0.00160702
158,1766.46,0.6099,0.54447,1.18513,0.57855,0.6,0.64062,0.37677,1.62453,1.71159,2.58127,0.0016045,0.0016045,0.0016045
159,1777.74,0.67993,0.60878,1.23777,0.57855,0.6,0.64062,0.37677,1.62453,1.71159,2.58127,0.00160198,0.00160198,0.00160198
160,1789.05,0.57841,0.53561,1.1562,0.74892,0.6,0.6548,0.41568,1.81359,1.71103,2.75705,0.00159947,0.00159947,0.00159947
161,1800.03,0.60725,0.52818,1.22097,0.74892,0.6,0.6548,0.41568,1.81359,1.71103,2.75705,0.00159695,0.00159695,0.00159695
162,1811.56,0.67357,0.54598,1.23043,0.85236,0.8,0.79094,0.43163,1.79177,1.60884,2.84384,0.00159443,0.00159443,0.00159443
163,1822.81,0.64702,0.53432,1.15335,0.85236,0.8,0.79094,0.43163,1.79177,1.60884,2.84384,0.00159191,0.00159191,0.00159191
164,1833.79,0.65284,0.52914,1.21648,0.87462,0.8,0.8202,0.47401,1.60522,1.44316,2.63518,0.00158939,0.00158939,0.00158939
165,1844.63,0.60242,0.49215,1.17495,0.87462,0.8,0.8202,0.47401,1.60522,1.44316,2.63518,0.00158687,0.00158687,0.00158687
166,1855.6,0.59968,0.50852,1.13341,0.5336,0.8,0.74619,0.44738,1.51741,1.43739,2.50863,0.00158435,0.00158435,0.00158435
167,1866.67,0.60683,0.57783,1.24167,0.5336,0.8,0.74619,0.44738,1.51741,1.43739,2.50863,0.00158183,0.00158183,0.00158183
168,1878.12,0.54633,0.56011,1.15611,1,0.98283,0.995,0.58468,1.26864,1.07432,2.35991,0.00157931,0.00157931,0.00157931
169,1889.32,0.54576,0.48295,1.15912,1,0.98283,0.995,0.58468,1.26864,1.07432,2.35991,0.00157679,0.00157679,0.00157679
170,1900.37,0.55488,0.44614,1.1517,0.93106,1,0.995,0.6163,1.2928,0.89612,2.49062,0.00157427,0.00157427,0.00157427
171,1911.2,0.51592,0.48742,1.14714,0.93106,1,0.995,0.6163,1.2928,0.89612,2.49062,0.00157176,0.00157176,0.00157176
172,1922.1,0.57765,0.48474,1.24442,1,0.99321,0.995,0.62371,1.31924,0.93221,2.64032,0.00156924,0.00156924,0.00156924
173,1933.05,0.60914,0.48638,1.19629,1,0.99321,0.995,0.62371,1.31924,0.93221,2.64032,0.00156672,0.00156672,0.00156672
174,1944.39,0.64023,0.51578,1.2445,0.98995,1,0.995,0.63385,1.24679,0.77857,2.60276,0.0015642,0.0015642,0.0015642
175,1955.47,0.58396,0.51076,1.1541,0.98995,1,0.995,0.63385,1.24679,0.77857,2.60276,0.00156168,0.00156168,0.00156168
176,1966.48,0.63355,0.51768,1.22586,0.99476,1,0.995,0.67365,1.22252,0.72003,2.55965,0.00155916,0.00155916,0.00155916
177,1977.31,0.60433,0.52994,1.19754,0.99476,1,0.995,0.67365,1.22252,0.72003,2.55965,0.00155664,0.00155664,0.00155664
178,1988.24,0.62484,0.52194,1.25973,1,0.97994,0.995,0.65129,1.32395,0.84274,2.58926,0.00155412,0.00155412,0.00155412
179,1999.25,0.55296,0.55365,1.19502,1,0.97994,0.995,0.65129,1.32395,0.84274,2.58926,0.0015516,0.0015516,0.0015516
180,2010.66,0.55639,0.48024,1.15582,0.99248,0.9,0.97833,0.59304,1.46603,0.82658,2.6042,0.00154908,0.00154908,0.00154908
181,2021.59,0.57399,0.52734,1.16233,0.99248,0.9,0.97833,0.59304,1.46603,0.82658,2.6042,0.00154656,0.00154656,0.00154656
182,2032.87,0.59286,0.57556,1.31718,0.78055,1,0.96167,0.52465,1.7135,0.92973,2.9414,0.00154405,0.00154405,0.00154405
183,2043.83,0.66181,0.65204,1.29218,0.78055,1,0.96167,0.52465,1.7135,0.92973,2.9414,0.00154153,0.00154153,0.00154153
184,2054.82,0.59887,0.51864,1.20219,0.74834,0.8927,0.87045,0.44283,1.82067,1.1281,3.0948,0.00153901,0.00153901,0.00153901
185,2065.61,0.67935,0.5666,1.14819,0.74834,0.8927,0.87045,0.44283,1.82067,1.1281,3.0948,0.00153649,0.00153649,0.00153649
186,2077.05,0.55355,0.56299,1.13142,1,0.67181,0.90833,0.47576,1.71733,1.11143,2.97184,0.00153397,0.00153397,0.00153397
187,2088.01,0.69541,0.51648,1.19972,1,0.67181,0.90833,0.47576,1.71733,1.11143,2.97184,0.00153145,0.00153145,0.00153145
